ID,Grant Agency,Term,Start Year,Organization Name,Project Title,Support Year,Grant Type,Award Amount,State,TermCode,AgencyCode
967,NSF,other race,2005,University of Georgia Research Foundation Inc,Doctoral Dissertation Research: Investigating the Local Construction of Identity: Sociophonetic Variation in Smoky Mountain African American Women's Speech,10.0,1.0,"$9,768.00",GA,17,2
968,NSF,other race,2002,Rutgers University New Brunswick,ITR: Collaborative Research: Achieving Innovative and Reliable Services in Unlicensed Spectrum,13.0,2.0,"$832,553.00",NJ,17,2
969,NSF,other race,2015,University of Georgia Research Foundation Inc,Doctoral Dissertation Research: Mapping Socioeconomic Vulnerabilities to Coastal Hazards,0.0,1.0,"$15,998.00",GA,17,2
970,NSF,other race,1997,University of Georgia Research Foundation Inc,Dissertation Research: Experimental Tests of the Parental Investment in Care Hypothesis,18.0,1.0,"$5,375.00",GA,17,2
971,NSF,other race,1993,University of Georgia Research Foundation Inc,Racial Violence in the American South in the Decade of the 1980s,22.0,1.0,"$114,745.00",GA,17,2
972,NSF,other race,2009,Northwestern University,"Collaborative Research: Three-Dimensional Microstructural and Chemical Mapping of Solid Oxide Fuel Cell Electrodes: Processing, Structure, Stability, and Electrochemistry",6.0,1.0,"$900,000.00",IL,17,2
973,NSF,other race,2007,University of Florida,Collaborative Research: Diapause Energetics in the Apple Maggot Rhagoletis Pomonella: a Functional Link Between Life History Evolution and Insect-Host Plant Associations.,8.0,1.0,"$266,000.00",FL,17,2
974,NSF,other race,2009,University of Florida,Workshop on Categorical Data Analysis,6.0,1.0,"$9,880.00",FL,17,2
975,NSF,other race,2000,University of Florida,"Doctoral Dissertation Research: Skin Color, Culture, and Blood Pressure in Southeastern Puerto Rico",15.0,1.0,"$12,000.00",FL,17,2
976,NSF,other race,1995,University of Florida,Bayesian Methods for Small Area Estimation and Latent Structure Models,20.0,1.0,"$171,896.00",FL,17,2
977,NSF,other race,2004,University of Florida,EITM: Collaborative Research on Equilibrium Models of Competition in the Market for Higher Education: Theory and Evidence,11.0,2.0,"$56,192.00",FL,17,2
978,NSF,other race,2011,New York University,Promoting Science among English Language Learners (P-SELL) Scale-Up,4.0,2.0,"$4,499,998.00",NY,17,2
979,NSF,other race,1989,Eastern Michigan University,Church-Based Process of Political Action Among Black Women ( REU Supplement ),26.0,1.0,"$48,024.00",MI,17,2
980,NSF,other race,1994,Appalachian State University,RUI: Comparative State Legislative Campaign Finance Project,21.0,1.0,"$210,813.00",NC,17,2
981,NSF,other race,2012,Rutgers University New Brunswick,Exposure to Biracial Americans and Changes in Essentialist Beliefs,3.0,1.0,"$364,395.00",NJ,17,2
982,NSF,other race,2014,New York University,Doctoral Dissertation Research in Political Science: Ethnic Distance and Voter Behavior in Post-Conflict African Democracies,1.0,1.0,"$17,479.00",NY,17,2
983,NSF,other race,2015,Michigan Technological University,"Workshop on Challenges for Space Solar Power - Dec. 14-16, 2015, Orlando, FL",0.0,1.0,"$24,954.00",MI,17,2
984,NSF,other race,2015,Carnegie-Mellon University,"RI: Small: Modeling Lexical Borrowing to Bridge the ""Linguistic Divide"" in Natural Language Processing",0.0,1.0,"$450,000.00",PA,17,2
985,NSF,other race,2015,Furness Andrew I,NSF Postdoctoral Fellowship in Biology FY 2015,0.0,3.0,"$138,000.00",CA,17,2
986,NSF,other race,2011,University of Texas at Dallas,CAREER: Language-based Security for Polymorphic Malware Protection,4.0,1.0,"$503,686.00",TX,17,2
987,NSF,other race,2002,University of Missouri-Columbia,Collaborative Research -- Mating Signals and Demographic Divergence: Species Comparisons and an Experimental Test,13.0,1.0,"$71,782.00",MO,17,2
988,NSF,other race,2011,Ohio State University,The Economic Spillovers from Science,4.0,1.0,"$354,801.00",OH,17,2
989,NSF,other race,1998,University of Missouri-Columbia,"Molecular Genetic Analysis of lls1, An Inhibitor of Cell Death in Plants",17.0,2.0,"$125,000.00",MO,17,2
990,NSF,other race,2000,Ohio State University,Optimal Distinctiveness and Intergroup Discrimination,15.0,1.0,"$259,055.00",OH,17,2
991,NSF,other race,1999,University of Minnesota-Twin Cities,"Conference on Geographic Information and Society to be held at the University of Minnesota; June 20-22, 1999",16.0,1.0,"$5,000.00",MN,17,2
992,NSF,other race,2013,Rutgers University New Brunswick,TWC: Medium: Collaborative: Know Thy Enemy: Data Mining Meets Networks for Understanding Web-Based Malware Dissemination,2.0,1.0,"$333,333.00",NJ,17,2
993,NSF,other race,2011,University of California-Riverside,Doctoral Dissertation Research: The Effect of Empathy on Public Opinion on Immigration,4.0,1.0,"$11,989.00",CA,17,2
994,NSF,other race,2008,University of Minnesota-Twin Cities,"Phase Separation in the Aftermath of Subseafloor Magmatic Events: An Experimental Study of Processes of Acid-Generation, Aqueous Speciation, and Vapor-Phase Transport of Fe",7.0,1.0,"$353,720.00",MN,17,2
995,NSF,other race,2012,Columbia University,The XENON1T Dark Matter Project: A Project Proposal from the US Institutions of the XENON Collaboration,3.0,2.0,"$7,812,136.00",NY,17,2
996,NSF,other race,2014,Western Michigan University,AGEP: BPR: Understanding URM STEM graduate students identity integration and assimilation into a community of practice,1.0,1.0,"$1,256,299.00",MI,17,2
997,NSF,other race,2012,Clark University,"REU Site: Mapping Beetles, Trees, Neighborhoods, and Policies: A Multi-Scaled, Urban Ecological Assessment of the Asian Longhorned Beetle Invasion in New England (HERO)",3.0,1.0,"$329,992.00",MA,17,2
998,NSF,other race,2015,Syracuse University,The Incorporation of Religious Minorities in Canada and the United States,0.0,1.0,"$198,199.00",NY,17,2
999,NSF,other race,2013,University of Illinois at Chicago,Variations in Vulnerability to Victimization: Identifying Individual and Community Factors,2.0,1.0,"$199,602.00",IL,17,2
1000,NSF,other race,2007,Southern Methodist University,"Doctoral Dissertation Improvement Grant: Stigma, HIV/AIDS and the ""Wretched New Class of Untouchables"" in India",8.0,1.0,"$11,919.00",TX,17,2
1001,NSF,other race,2008,University of California-Irvine,"Doctoral Dissertation Research: ""We, the People of Eire"" : Refugees, Asylum Seekers, and the End of Birthright Citizenship in Ireland",7.0,1.0,"$11,920.00",CA,17,2
1002,NSF,other race,2013,University of Chicago,Doctoral Dissertation Research: Reform and Innovation in an Urban Criminal Justice System,2.0,1.0,"$25,200.00",IL,17,2
1003,NSF,other race,2011,University of Miami,Promoting Science among English Language Learners (P-SELL) Scale-Up,4.0,2.0,"$851,548.00",FL,17,2
1004,NSF,other race,2004,University of Miami,The Science of Nation Building,11.0,1.0,"$12,000.00",FL,17,2
1005,NSF,other race,2009,Hampton University,Collaborative Research: Development and Testing of Presage-Pedagogy-Process-Product Model to Assess the Effectiveness of Case Study Methodology in Achieving Learning Outcomes,6.0,1.0,"$116,011.00",VA,17,2
1006,NSF,other race,2008,University of Miami,"ADVANCE Partnerships for Adaptation, Implementation, and Dissemination (PAID) Award: SEEDS at the University of Miami",7.0,1.0,"$543,441.00",FL,17,2
1007,NSF,other race,2002,Catholic University of America,ROLE : Combining New and Mature Data Collection Technologies to Better Understand Factors that Encourage and Discourage African American Women in SMET Education,13.0,1.0,"$172,121.00",DC,17,2
1008,NSF,other race,2015,Vanderbilt University,Inclusive Astronomy Conference and Workshop,0.0,1.0,"$34,950.00",TN,17,2
1009,NSF,other race,2012,CUNY City College,"US-Egypt Workshop on Cyber Security, Cairo, Egypt, December 2012",3.0,1.0,"$53,477.00",NY,17,2
1010,NSF,other race,2012,University of Virginia Main Campus,"REU Site: Water, Society and Health",3.0,1.0,"$305,245.00",VA,17,2
1011,NSF,other race,2005,University of Utah,"U.S. -Brazil Planning Visit: The Evolution and Ecology of Young Leaf Defenses in Inga, A Widespread and Speciose Neotropical genus",10.0,1.0,"$12,000.00",UT,17,2
1012,NSF,other race,2009,Stanford University,CAREER: Analyzing and engineering multi-gene cooperation to generate cell lines for therapeutic protein production,6.0,1.0,"$400,000.00",CA,17,2
1013,NSF,other race,2009,Colorado State University,Planning Grant: I/UCRC for Next Generation Photovoltaics,6.0,1.0,"$9,458.00",CO,17,2
1014,NSF,other race,2011,Georgia Tech Research Corporation,Planning Grant: I/UCRC for Optical Wireless Applications,4.0,1.0,"$13,000.00",GA,17,2
1015,NSF,other race,1990,University of Massachusetts Amherst,Simulation of High Speed Pseudomorphic Heterojunction Bipolar Transistors,25.0,2.0,"$239,993.00",MA,17,2
1016,NSF,other race,2006,Pennsylvania State Univ University Park,Prototype to Production: Processes and Conditions for Preparing the Engineer of 2020,9.0,1.0,"$999,854.00",PA,17,2
1017,NSF,other race,2014,Carnegie-Mellon University,Broadband Conductive Atomic Force Microscopy for Studying Magneto-electronic Nanostructures,1.0,1.0,"$375,000.00",PA,17,2
1018,NSF,other race,2006,Florida International University,CAREER: Near Net Shape Consolidation of Bulk Nanocomposites by Plasma Spray Forming,9.0,1.0,"$454,575.00",FL,17,2
1019,NSF,other race,1992,Florida Atlantic University,Workshop for Autonomous Underwater Vehicles Technology Deve-lopment through Competitive Scenarios,23.0,1.0,"$24,893.00",FL,17,2
1020,NSF,other race,1989,Rensselaer Polytechnic Institute,Changing Global Patterns of Industrial Research and Development,26.0,1.0,"$15,241.00",NY,17,2
1021,NSF,other race,2000,University of Kansas Center for Research Inc,"Conference on Social Psychology of Prejudice, Seattle, Washington, August 11 - 12, 2000",15.0,1.0,"$18,306.00",KS,17,2
1022,NSF,other race,2010,Carnegie-Mellon University,I/UCRC CGI: National Center for e-Design: Annexation of Carnegie Mellon University,5.0,2.0,"$110,000.00",PA,17,2
1023,NSF,other race,2000,University of Missouri-Saint Louis,"8th van der Ziel Symposium on Quantum 1/f Noise and Other Low Frequency Fluctuations, Mainly in GaN, Quantum, or Nanometric Devices on June 5-6,2000 at Univ of Missouri St. Louis",15.0,1.0,"$2,500.00",MO,17,2
1024,NSF,other race,2010,Clemson University,GOALI: Understanding Plasticization and Compaction Mechanisms in Perfluorocyclobutyl Polymer Thin Films and Membranes,5.0,1.0,"$310,433.00",SC,17,2
1025,NSF,other race,1995,University of Kentucky Research Foundation,Collaborative Research: Evolutionary Costs of Exploiting Poisonous Prey,20.0,1.0,"$105,591.00",KY,17,2
1026,NSF,other race,1998,University of Kentucky Research Foundation,Doctoral Dissertation Research: Memorial Landscapes Dedicated to the Civil Rights Movement,17.0,1.0,"$9,994.00",KY,17,2
1027,NSF,other race,2010,Carnegie-Mellon University,"SHF: Small: Separation Principles for Concurrent Programs: Semantics, Logics, and Methodology",5.0,1.0,"$418,742.00",PA,17,2
1028,NSF,other race,2009,University of Kentucky Research Foundation,RAPID: Lean Production in Auto Plants,6.0,1.0,"$194,978.00",KY,17,2
1029,NSF,other race,2010,University of Kentucky Research Foundation,"Doctoral Dissertation Research: Using Geospatial Technologies to Characterize Relationships Between Travel Behavior, Food Availability and Health",5.0,1.0,"$11,890.00",KY,17,2
1030,NSF,other race,2001,University of Nebraska-Lincoln,Meta-Analysis of Facial Identification Research: A Reappraisal,14.0,1.0,"$147,720.00",NE,17,2
1031,NSF,other race,2015,"Board of Regents, NSHE, obo University of Nevada, Reno",DISSERTATION RESEARCH: Plant toxicity at the top of a tropical mountain,0.0,1.0,"$18,562.00",NV,17,2
1032,NSF,other race,2008,Auburn University,EHCS: Dynamic Vertically Integrated Power-Performance-Reliability Modulation in Embedded Digital Signal Processors,7.0,2.0,"$220,000.00",AL,17,2
1033,NSF,other race,2007,"Board of Regents, NSHE, obo University of Nevada, Reno",Developing an Accessible Client for Second life,8.0,1.0,"$90,448.00",NV,17,2
1034,NSF,other race,2005,University of Texas at El Paso,Skilled perceptual-Memory and the Cross-Race Effect,10.0,1.0,"$94,586.00",TX,17,2
1035,NSF,other race,1993,Auburn University,"The Construction of a Multi-User Data Base on the Attributes of U.S. Courts of Appeals Judges, 1891-1992",22.0,1.0,"$98,483.00",AL,17,2
1036,NSF,other race,2012,University of Texas at San Antonio,Geostatistical Modeling of Spatial Discrete Data,3.0,2.0,"$149,991.00",TX,17,2
1037,NSF,other race,2002,University of California-Irvine,"Doctoral Dissertation Research: Domestic Violence and the 'Family Man': Courtroom and Community Narrative About Domestically Violent Fathers in Rural, Urban and Suburban Settings",13.0,1.0,"$12,000.00",CA,17,2
1038,NSF,other race,2012,University of California-Irvine,Outlook on Life and Political Engagement,3.0,1.0,"$259,231.00",CA,17,2
1039,NSF,other race,2005,Texas A&M Research Foundation,"SBE Collaborative Proposal: Diversifying Graduate Education in the Social, Behavioral, and Economic (SBE) Sciences",10.0,1.0,"$240,000.00",TX,17,2
1040,NSF,other race,1992,University of California-Irvine,"1992 West Coast Regional Developmental Biology Conference, April 30-May 3, 1992, Fallen Leaf Lake, CA",23.0,1.0,"$3,500.00",CA,17,2
1041,NSF,other race,1998,Emory University,"Dissertation Research: Delayed Diagnosis: The Experience of Women with Systemic Lupus Erythematosus in Atlanta, Georgia",17.0,1.0,"$7,971.00",GA,17,2
1042,NSF,other race,2012,Gordon Research Conferences,2012 Thin Film and Small Scale Mechanical Behavior GRC/GRS,3.0,1.0,"$25,000.00",RI,17,2
1043,NSF,other race,1988,University of California-Irvine,Collaborative Research on the Implementation and Effects of the Voting Rights Act,27.0,1.0,"$195,035.00",CA,17,2
1044,NSF,other race,2015,University of Illinois at Chicago,I-Corps L: Investigating Commercialization Strategies for the CryptoClub,0.0,1.0,"$50,000.00",IL,17,2
1045,NSF,other race,2006,University of California-Irvine,Doctoral Dissertation Research: Immigration and Trajectories to the Middle Class,9.0,1.0,"$7,040.00",CA,17,2
1046,NSF,other race,2009,Gordon Research Conferences,2009 Coastal Ocean Circulation,6.0,1.0,"$18,000.00",RI,17,2
1047,NSF,other race,2005,University of Southern California,"SBE Collaborative Proposal: Diversifying Graduate Education in the Social, Behavioral, and Economic (SBE) Sciences",10.0,1.0,"$240,000.00",CA,17,2
1048,NSF,other race,2006,University of California-Irvine,Doctoral Dissertation Research: Expert Knowledges and the Cultural Defense in California Capital Sentencing,9.0,1.0,"$11,210.00",CA,17,2
1049,NSF,other race,1998,University of California-Irvine,Doctoral Dissertation Research: Effects of Institutional Alignment on Political Agendas in California's Local Human Relations Commissions,17.0,1.0,"$7,405.00",CA,17,2
1050,NSF,other race,2000,University of Illinois at Chicago,"POWRE; Digital Divide, IT Workforce, and High School Quality",15.0,1.0,"$71,863.00",IL,17,2
