CORE--EDUCATION AND INFORMATION TRANSFER CORE,NIA,7309819,5P50AG016573-07,5,P50,AG,16573,7,,9003,6760202,"MULNARD, RUTH A.",Not Applicable,UNIVERSITY OF CALIFORNIA IRVINE, ,2006,,54967
CORE--EDUCATION AND INFORMATION TRANSFER CORE,NIA,6932817,2P50AG016573-06,2,P50,AG,16573,6,,9003,6760202,"MULNARD, RUTH A.",Not Applicable,UNIVERSITY OF CALIFORNIA IRVINE, ,2005,,53366
SPEECH-BASED BIOMARKERS OF CNS DYSFUNCTION ASSOCIATED WITH EARLY ALZHEIMERS DISEA,NIA,8464336,1R41AG044218-01,1,R41,AG,44218,1,,,1970721,"MUNDT, JAMES C.",Not Applicable,CENTER FOR PSYCHOLOGICAL CONSULTATION, ,2012,153759,
TRAINING-MENTAL RETARDATION/DEVELOPMENTAL DISABILITIES,NICHD,7058848,5T32HD007473-12,5,T32,HD,7473,12,,,1963796,"MUNDY, PETER C",Not Applicable,UNIVERSITY OF MIAMI CORAL GABLES, ,2006,274187,
TRAINING-MENTAL RETARDATION/DEVELOPMENTAL DISABILITIES,NICHD,6894178,2T32HD007473-11,2,T32,HD,7473,11,,,1963796,"MUNDY, PETER C",Not Applicable,UNIVERSITY OF MIAMI CORAL GABLES, ,2005,277648,
CORE--DEVELOPMENTAL ASSESSMENT,NIMH,6504171,5P30MH058107-05,5,P30,MH,58107,5,,1,1863068,"MURPHY, DEBRA A.",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES, ,2001,,106600
CORE--DEVELOPMENTAL ASSESSMENT,NIMH,6468938,3P30MH058107-04S1,3,P30,MH,58107,4,S1,1,1863068,"MURPHY, DEBRA A.",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES, ,2001,,106600
CORE--DEVELOPMENTAL ASSESSMENT,NIMH,6358520,5P30MH058107-04,5,P30,MH,58107,4,,1,1863068,"MURPHY, DEBRA A.",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES, ,2000,,248088
CORE--DEVELOPMENTAL ASSESSMENT,NIMH,6204954,5P30MH058107-03,5,P30,MH,58107,3,,1,1863068,"MURPHY, DEBRA A.",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES, ,1999,,248088
CORE--DEVELOPMENTAL ASSESSMENT,NIMH,6111766,5P30MH058107-02,5,P30,MH,58107,2,,1,1863068,"MURPHY, DEBRA A.",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES, ,1998,,248088
CORE--DEVELOPMENTAL ASSESSMENT,NIMH,6243331,1P30MH058107-01,1,P30,MH,58107,1,,1,1863068,"MURPHY, DEBRA A.",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES, ,1997,,251449
MULTICULTURAL HEALTH INFORMATION INSTITUTE CONFERENCE,AHRQ,6076041,1R13HS010071-01,1,R13,HS,10071,1,,,6166105,"NEVAREZ, CARMEN R",Not Applicable,PUBLIC HEALTH INSTITUTE, ,1999,,
FOOD PREFERENCES OF ETHNIC MINORITY PRESCHOOLERS,NCI,6621946,5R21CA091475-02,5,R21,CA,91475,2,,,7354144,"NICKLAS, THERESA ANN",Not Applicable,BAYLOR COLLEGE OF MEDICINE, ,2003,145800,
FOOD PREFERENCES OF ETHNIC MINORITY PRESCHOOLERS,NCI,6437939,1R21CA091475-01A1,1,R21,CA,91475,1,A1,,7354144,"NICKLAS, THERESA ANN",Not Applicable,BAYLOR COLLEGE OF MEDICINE, ,2002,145800,
MASTERS OF CLINICAL RESEARCH SCIENCES PLANNING GRANT,NIAMS,6407232,1R21AR048050-01,1,R21,AR,48050,1,,,8070940,"NORRIS, KEITH C",Not Applicable,CHARLES R. DREW UNIVERSITY OF MED & SCI, ,2001,202500,
PLANNING AND EVALUATION CORE,NCI,7726993,5U54CA132383-02,5,U54,CA,132383,2,,9001,1944171,"O'CONNELL, MARY A",Not Applicable,NEW MEXICO STATE UNIVERSITY LAS CRUCES, ,2008,,125540
PLANNING AND EVALUATION CORE,NCI,7422078,1U54CA132383-01,1,U54,CA,132383,1,,9001,1944171,"O'CONNELL, MARY A",Not Applicable,NEW MEXICO STATE UNIVERSITY LAS CRUCES, ,2007,,63052
LAB EXPERIENCES FOR HIGH SCHOOL AND K-12 TEACHERS,NCRR,2285517,5R25RR010107-02,5,R25,RR,10107,2,,,1944171,"O'CONNELL, MARY A",Not Applicable,NEW MEXICO STATE UNIVERSITY LAS CRUCES, ,1995,41018,
LAB EXPERIENCES FOR HIGH SCHOOL AND K-12 TEACHERS,NCRR,2285516,1R25RR010107-01,1,R25,RR,10107,1,,,1944171,"O'CONNELL, MARY A",Not Applicable,NEW MEXICO STATE UNIVERSITY LAS CRUCES, ,1994,41018,
CAREER DEVELOPMENT AND OUTREACH IN MUSCULOSKELETAL; AUTOIMMUNE AND SKIN DISEASE,NIAMS,8940206,1ZIJAR041172-07,1,ZIJ,AR,41172,7,,,9691690,"O'SHEA, JOHN ",Not Applicable,NATIONAL INSTITUTE OF ARTHRITIS AND MUSCULOSKELETAL AND SKIN DISEASES, ,2014,181101,
SMOKING INTERVENTIONS FOR LOW INCOME PREGNANT WOMEN,NHLBI,2883251,5R01HL051319-04,5,R01,HL,51319,4,,,1874177,"OCKENE, JUDITH K",Not Applicable,UNIV OF MASSACHUSETTS MED SCH WORCESTER, ,1999,701113,
SMOKING INTERVENTIONS FOR LOW INCOME PREGNANT WOMEN,NHLBI,2668715,5R01HL051319-03,5,R01,HL,51319,3,,,1874177,"OCKENE, JUDITH K",Not Applicable,UNIV OF MASSACHUSETTS MED SCH WORCESTER, ,1998,715539,
SMOKING INTERVENTIONS FOR LOW INCOME PREGNANT WOMEN,NHLBI,2378811,5R01HL051319-02,5,R01,HL,51319,2,,,1874177,"OCKENE, JUDITH K",Not Applicable,UNIV OF MASSACHUSETTS MED SCH WORCESTER, ,1997,749701,
SLI WITHIN THE CONTEXT OF DIALECT DIVERSITY,NIDCD,6175981,5R03DC003609-03,5,R03,DC,3609,3,,,2094286,"OETTING, JANNA B",Not Applicable,LOUISIANA STATE UNIV A&M COL BATON ROUGE, ,2000,55926,
SLI WITHIN THE CONTEXT OF DIALECT DIVERSITY,NIDCD,6074121,3R03DC003609-02S1,3,R03,DC,3609,2,S1,,2094286,"OETTING, JANNA B",Not Applicable,LOUISIANA STATE UNIV A&M COL BATON ROUGE, ,1999,9614,
SLI WITHIN THE CONTEXT OF DIALECT DIVERSITY,NIDCD,6016956,5R03DC003609-02,5,R03,DC,3609,2,,,2094286,"OETTING, JANNA B",Not Applicable,LOUISIANA STATE UNIV A&M COL BATON ROUGE, ,1999,45902,
SLI WITHIN THE CONTEXT OF DIALECT DIVERSITY,NIDCD,2488667,1R03DC003609-01,1,R03,DC,3609,1,,,2094286,"OETTING, JANNA B",Not Applicable,LOUISIANA STATE UNIV A&M COL BATON ROUGE, ,1998,48386
HEALTHY PEOPLE 2000--DELIVERING THE PROMISE,NCI,3434235,1R13CA056691-01,1,R13,CA,56691,1,,,3782070,"OLSON, SARAH J",Not Applicable,TEXAS SOCIETY FOR PUBLIC HEALTH EDUC, ,1992,8500
INTERDISCIPLINARY REHABILITATION RESEARCH TRAINING,NICHD,6879159,5T32HD007539-05,5,T32,HD,7539,5,,,1869851,"OTTENBACHER, KENNETH JOHN",Not Applicable,UNIVERSITY OF TEXAS MEDICAL BR GALVESTON, ,2005,80084
INTERDISCIPLINARY REHABILITATION RESEARCH TRAINING,NICHD,6748583,5T32HD007539-04,5,T32,HD,7539,4,,,1869851,"OTTENBACHER, KENNETH JOHN",Not Applicable,UNIVERSITY OF TEXAS MEDICAL BR GALVESTON, ,2004,76219
INTERDISCIPLINARY REHABILITATION RESEARCH TRAINING,NICHD,6625190,5T32HD007539-03,5,T32,HD,7539,3,,,1869851,"OTTENBACHER, KENNETH JOHN",Not Applicable,UNIVERSITY OF TEXAS MEDICAL BR GALVESTON, ,2003,74073
INTERDISCIPLINARY REHABILITATION RESEARCH TRAINING,NICHD,6476669,5T32HD007539-02,5,T32,HD,7539,2,,,1869851,"OTTENBACHER, KENNETH JOHN",Not Applicable,UNIVERSITY OF TEXAS MEDICAL BR GALVESTON, ,2002,81363
INTERDISCIPLINARY REHABILITATION RESEARCH TRAINING,NICHD,6314914,1T32HD007539-01A1,1,T32,HD,7539,1,A1,,1869851,"OTTENBACHER, KENNETH JOHN",Not Applicable,UNIVERSITY OF TEXAS MEDICAL BR GALVESTON, ,2001,74997
CATEGORY DIFFERENTIATION AND INTERGROUP EVALUATIVE BIAS,NIMH,6837133,5R01MH045049-14,5,R01,MH,45049,14,,,1960939,"PARK, BERNADETTE M",Not Applicable,UNIVERSITY OF COLORADO AT BOULDER, ,2005,280803
CATEGORY DIFFERENTIATION AND INTERGROUP EVALUATIVE BIAS,NIMH,6692172,5R01MH045049-13,5,R01,MH,45049,13,,,1960939,"PARK, BERNADETTE M",Not Applicable,UNIVERSITY OF COLORADO AT BOULDER, ,2004,272622
CATEGORY DIFFERENTIATION AND INTERGROUP EVALUATIVE BIAS,NIMH,6627589,5R01MH045049-12,5,R01,MH,45049,12,,,1960939,"PARK, BERNADETTE M",Not Applicable,UNIVERSITY OF COLORADO AT BOULDER, ,2003,267474
CATEGORY DIFFERENTIATION AND INTERGROUP EVALUATIVE BIAS,NIMH,6490800,5R01MH045049-11,5,R01,MH,45049,11,,,1960939,"PARK, BERNADETTE M",Not Applicable,UNIVERSITY OF COLORADO AT BOULDER, ,2002,403532
CATEGORY DIFFERENTIATION AND INTERGROUP EVALUATIVE BIAS,NIMH,6266917,2R01MH045049-10,2,R01,MH,45049,10,,,1960939,"PARK, BERNADETTE M",Not Applicable,UNIVERSITY OF COLORADO AT BOULDER, ,2001,191988
QUALITY OF LIFE OF OVERWEIGHT YOUTH: MULTICULTURAL VIEW,NIDDK,7491369,3R01DK071101-02S1,3,R01,DK,71101,2,S1,,1860962,"PATRICK, DONALD L",Not Applicable,UNIVERSITY OF WASHINGTON, ,2007,100484
QUALITY OF LIFE OF OVERWEIGHT YOUTH: MULTICULTURAL VIEW,NIDDK,7281291,5R01DK071101-02,5,R01,DK,71101,2,,,1860962,"PATRICK, DONALD L",Not Applicable,UNIVERSITY OF WASHINGTON, ,2007,488885
QUALITY OF LIFE OF OVERWEIGHT YOUTH: MULTICULTURAL VIEW,NIDDK,7469345,5R01DK071101-03,5,R01,DK,71101,3,,,1860962,"PATRICK, DONALD LEE",Not Applicable,UNIVERSITY OF WASHINGTON, ,2008,602617
QUALITY OF LIFE OF OVERWEIGHT YOUTH: MULTICULTURAL VIEW,NIDDK,7145158,1R01DK071101-01A2,1,R01,DK,71101,1,A2,,1860962,"PATRICK, DONALD LEE",Not Applicable,UNIVERSITY OF WASHINGTON, ,2006,533711
EXTRAMURAL ASSOCIATES RESEARCH DEVELOPMENT AWARD (EARDA)- ST. THOMAS UNIVERSITY,NICHD,8110479,5G11HD054970-05,5,G11,HD,54970,5,,,8838917,"PICKENS, JEFFREY N.",Not Applicable,SAINT THOMAS UNIVERSITY, ,2011,101153,
EXTRAMURAL ASSOCIATES RESEARCH DEVELOPMENT AWARD (EARDA)- ST. THOMAS UNIVERSITY,NICHD,7934586,5G11HD054970-04,5,G11,HD,54970,4,,,8838917,"PICKENS, JEFFREY N.",Not Applicable,SAINT THOMAS UNIVERSITY, ,2010,101604,
EXTRAMURAL ASSOCIATES RESEARCH DEVELOPMENT AWARD (EARDA)- ST. THOMAS UNIVERSITY,NICHD,7659701,5G11HD054970-03,5,G11,HD,54970,3,,,8838917,"PICKENS, JEFFREY N.",Not Applicable,SAINT THOMAS UNIVERSITY, ,2009,100535,
EXTRAMURAL ASSOCIATES RESEARCH DEVELOPMENT AWARD (EARDA)- ST. THOMAS UNIVERSITY,NICHD,7501944,5G11HD054970-02,5,G11,HD,54970,2,,,8838917,"PICKENS, JEFFREY N.",Not Applicable,SAINT THOMAS UNIVERSITY, ,2008,101697,
EXTRAMURAL ASSOCIATES RESEARCH DEVELOPMENT AWARD (EARDA)- ST. THOMAS UNIVERSITY,NICHD,7214279,1G11HD054970-01,1,G11,HD,54970,1,,,8838917,"PICKENS, JEFFREY N.",Not Applicable,SAINT THOMAS UNIVERSITY, ,2007,63779,
DEVELOPMENTAL CORE,NCI,8138371,5U56CA118809-05,5,U56,CA,118809,5,,9002,1858131,"PLEDGER, WARREN JACKSON",Not Applicable,H. LEE MOFFITT CANCER CTR & RES INST, ,2010,,316205
DEVELOPMENTAL CORE,NCI,7930656,5U56CA118809-04,5,U56,CA,118809,4,,9002,1858131,"PLEDGER, WARREN JACKSON",Not Applicable,H. LEE MOFFITT CANCER CTR & RES INST, ,2009,,314321
ADAPTING INTERVENTIONS FOR DIVERSE ETHNOCULTURAL FAMILIES,NIMH,8037703,5R13MH086306-02,5,R13,MH,86306,2,,,1876325,"PROCTOR, ENOLA K",Not Applicable,WASHINGTON UNIVERSITY, ,2011,50000,
SAFE TOUCHES:  AN EVALUATION OF A SEXUAL ABUSE PREVENTION PROGRAM FOR CHILDREN,NICHD,8448062,5R21HD069628-02,5,R21,HD,69628,2,,,10354963,"PULIDO, MARY LORRAINE",Not Applicable,NY SOCIETY/PREVENTION/CRUELTY/CHILDREN, ,2013,118625,
SAFE TOUCHES:  AN EVALUATION OF A SEXUAL ABUSE PREVENTION PROGRAM FOR CHILDREN,NICHD,8298838,1R21HD069628-01A1,1,R21,HD,69628,1,A1,,10354963,"PULIDO, MARY LORRAINE",Not Applicable,NY SOCIETY/PREVENTION/CRUELTY/CHILDREN, ,2012,150000,
LITTLE PRIEST TRIBAL COLLEGE,NCRR,8167489,5P20RR016469-10,5,P20,RR,16469,10,,7328,10656648,"QUINN-LAQUER, BRIGID ",Not Applicable,UNIVERSITY OF NEBRASKA MEDICAL CENTER, ,2010,,67462
NIOSH GRADUATE TRAINING IN OCCUPATIONAL SAFETY AND HEAL*,NIOSH,6931409,1T01OH008430-01,1,T01,OH,8430,1,,,8798365,"QUINTANA, PENELOPE JANE",Not Applicable,SAN DIEGO STATE UNIVERSITY, ,2005,70000,
TRAINING-MENTAL RETARDATION/DEVELOPMENTAL DISABILITIES,NICHD,7619129,5T32HD007473-15,5,T32,HD,7473,15,,,1878780,"QUITTNER, ALEXANDRA L.",Not Applicable,UNIVERSITY OF MIAMI CORAL GABLES, ,2009,156785,
TRAINING-MENTAL RETARDATION/DEVELOPMENTAL DISABILITIES,NICHD,7414591,5T32HD007473-14,5,T32,HD,7473,14,,,1878780,"QUITTNER, ALEXANDRA L.",Not Applicable,UNIVERSITY OF MIAMI CORAL GABLES, ,2008,113230,
TRAINING-MENTAL RETARDATION/DEVELOPMENTAL DISABILITIES,NICHD,7230979,5T32HD007473-13,5,T32,HD,7473,13,,,1878780,"QUITTNER, ALEXANDRA L.",Not Applicable,UNIVERSITY OF MIAMI CORAL GABLES, ,2007,229209,
LATINOS FACING STIGMA,NIMH,6797470,1R41MH071157-01,1,R41,MH,71157,1,,,6602189,"RAMIREZ-VALLES, JESUS ",Not Applicable,JUNETEENTH PRODUCTIONS, ,2004,100000,
IMPROVING THE MANAGEMENT OF PAIN IN LATER LIFE,NIA,8535116,5P30AG022845-10,5,P30,AG,22845,10,,,7749845,"REID, MANNEY CARRINGTON",Not Applicable,WEILL MEDICAL COLL OF CORNELL UNIV, ,2013,339019,
IMPROVING THE MANAGEMENT OF PAIN IN LATER LIFE,NIA,8322666,5P30AG022845-09,5,P30,AG,22845,9,,,7749845,"REID, MANNEY CARRINGTON",Not Applicable,WEILL MEDICAL COLL OF CORNELL UNIV, ,2012,581811,
IMPROVING THE MANAGEMENT OF PAIN IN LATER LIFE,NIA,8327889,3P30AG022845-08S1,3,P30,AG,22845,8,S1,,7749845,"REID, MANNEY CARRINGTON",Not Applicable,WEILL MEDICAL COLL OF CORNELL UNIV, ,2011,159890,
IMPROVING THE MANAGEMENT OF PAIN IN LATER LIFE,NIA,8123202,5P30AG022845-08,5,P30,AG,22845,8,,,7749845,"REID, MANNEY CARRINGTON",Not Applicable,WEILL MEDICAL COLL OF CORNELL UNIV, ,2011,613761,
IMPROVING THE MANAGEMENT OF PAIN IN LATER LIFE,NIA,8261776,3P30AG022845-07S1,3,P30,AG,22845,7,S1,,7749845,"REID, MANNEY CARRINGTON",Not Applicable,WEILL MEDICAL COLL OF CORNELL UNIV, ,2011,124489,
IMPROVING THE MANAGEMENT OF PAIN IN LATER LIFE,NIA,7932797,5P30AG022845-07,5,P30,AG,22845,7,,,7749845,"REID, MANNEY CARRINGTON",Not Applicable,WEILL MEDICAL COLL OF CORNELL UNIV, ,2010,370834,
IMPROVING THE MANAGEMENT OF PAIN IN LATER LIFE,NIA,7728597,2P30AG022845-06,2,P30,AG,22845,6,,,7749845,"REID, MANNEY CARRINGTON",Not Applicable,WEILL MEDICAL COLL OF CORNELL UNIV, ,2009,435993,
CLINICAL CORE (AND SMP),NIA,8469376,5P30AG008051-24,5,P30,AG,8051,24,,6831,9931346,"REISBERG, BARRY ",Not Applicable,NEW YORK UNIVERSITY SCHOOL OF MEDICINE, ,2013,,509145
CLINICAL CORE (AND SMP),NIA,8468474,5P30AG008051-23,5,P30,AG,8051,23,,6831,9931346,"REISBERG, BARRY ",Not Applicable,NEW YORK UNIVERSITY SCHOOL OF MEDICINE, ,2012,,570146
CLINICAL CORE (AND SMP),NIA,8467978,5P30AG008051-22,5,P30,AG,8051,22,,6831,9931346,"REISBERG, BARRY ",Not Applicable,NEW YORK UNIVERSITY SCHOOL OF MEDICINE, ,2011,,564191
CLINICAL CORE,NIA,7898811,5P30AG008051-20,5,P30,AG,8051,20,,9001,9931346,"REISBERG, BARRY ",Not Applicable,NEW YORK UNIVERSITY SCHOOL OF MEDICINE, ,2009,,509234
CLINICAL CORE,NIA,7629002,5P30AG008051-19,5,P30,AG,8051,19,,9001,9931346,"REISBERG, BARRY ",Not Applicable,NEW YORK UNIVERSITY SCHOOL OF MEDICINE, ,2008,,542087
CLINICAL CORE,NIA,7459856,5P30AG008051-18,5,P30,AG,8051,18,,9001,9931346,"REISBERG, BARRY ",Not Applicable,NEW YORK UNIVERSITY SCHOOL OF MEDICINE, ,2007,,491578
CLINICAL CORE,NIA,7309698,5P30AG008051-17,5,P30,AG,8051,17,,9001,9358531,"REISBERG, BARRY ",Not Applicable,NEW YORK UNIVERSITY SCHOOL OF MEDICINE, ,2006,,231207
CLINICAL CORE,NIA,6917498,2P30AG008051-16,2,P30,AG,8051,16,,9001,9358531,"REISBERG, BARRY ",Not Applicable,NEW YORK UNIVERSITY SCHOOL OF MEDICINE, ,2005,,224471
UNDERSERVED POPULATIONS CORE,NINR,7638005,5P30NR005051-10,5,P30,NR,5051,10,,9002,1890481,"REW, DONNA LYNN",Not Applicable,"UNIVERSITY OF TEXAS, AUSTIN", ,2008,,175678
UNDERSERVED POPULATIONS CORE,NINR,7481142,5P30NR005051-09,5,P30,NR,5051,9,,9002,1890481,"REW, DONNA LYNN",Not Applicable,"UNIVERSITY OF TEXAS, AUSTIN", ,2007,,175519
UNDERSERVED POPULATIONS CORE,NINR,7232706,5P30NR005051-08,5,P30,NR,5051,8,,9002,1890481,"REW, DONNA LYNN",Not Applicable,UNIVERSITY OF TEXAS AUSTIN, ,2006,,42009
UNDERSERVED POPULATIONS CORE,NINR,7087758,5P30NR005051-07,5,P30,NR,5051,7,,9002,1890481,"REW, DONNA LYNN",Not Applicable,UNIVERSITY OF TEXAS AUSTIN, ,2005,,41269
UNDERSERVED POPULATIONS CORE,NINR,6970477,2P30NR005051-06,2,P30,NR,5051,6,,9002,1890481,"REW, DONNA LYNN",Not Applicable,UNIVERSITY OF TEXAS AUSTIN, ,2004,,25431
SOCIAL NETWORK-BASED HIV PREVENTION FOR HOMELESS YOUTH,NIMH,8024490,5K01MH080605-06,5,K01,MH,80605,6,,,7150881,"RICE, ERIC RAGNAR",Not Applicable,UNIVERSITY OF SOUTHERN CALIFORNIA, ,2011,111371,
SOCIAL NETWORK-BASED HIV PREVENTION FOR HOMELESS YOUTH,NIMH,7783746,5K01MH080605-05,5,K01,MH,80605,5,,,7150881,"RICE, ERIC RAGNAR",Not Applicable,UNIVERSITY OF SOUTHERN CALIFORNIA, ,2010,160904,
SOCIAL NETWORK-BASED HIV PREVENTION FOR HOMELESS YOUTH,NIMH,7814499,7K01MH080605-04,7,K01,MH,80605,4,,,7150881,"RICE, ERIC RAGNAR",Not Applicable,UNIVERSITY OF SOUTHERN CALIFORNIA, ,2009,124333,
SOCIAL NETWORK-BASED HIV PREVENTION FOR HOMELESS YOUTH,NIMH,7569949,5K01MH080605-03,5,K01,MH,80605,3,,,7150881,"RICE, ERIC RAGNAR",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES, ,2009,41107,
SOCIAL NETWORK-BASED HIV PREVENTION FOR HOMELESS YOUTH,NIMH,7385111,5K01MH080605-02,5,K01,MH,80605,2,,,7150881,"RICE, ERIC RAGNAR",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES, ,2008,155399,
SOCIAL NETWORK-BASED HIV PREVENTION FOR HOMELESS YOUTH,NIMH,7283286,1K01MH080605-01,1,K01,MH,80605,1,,,7150881,"RICE, ERIC RAGNAR",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES, ,2007,130625,
CALIFORNIA STATE UNIVERSITY OF SAN MACROS U*STAR PROGRAM,NIGMS,7239287,3T34GM008807-05S1,3,T34,GM,8807,5,S1,,6607262,"ROCHA, VICTOR NMN",Not Applicable,CALIFORNIA STATE UNIVERSITY SAN MARCOS, ,2006,54625,
CALIFORNIA STATE UNIVERSITY OF SAN MACROS U*STAR PROGRAM,NIGMS,6894673,5T34GM008807-05,5,T34,GM,8807,5,,,6607262,"ROCHA, VICTOR NMN",Not Applicable,CALIFORNIA STATE UNIVERSITY SAN MARCOS, ,2005,218875,
CALIFORNIA STATE UNIVERSITY OF SAN MACROS U*STAR PROGRAM,NIGMS,6907939,3T34GM008807-04S1,3,T34,GM,8807,4,S1,,6607262,"ROCHA, VICTOR NMN",Not Applicable,CALIFORNIA STATE UNIVERSITY SAN MARCOS, ,2004,54000,
CALIFORNIA STATE UNIVERSITY OF SAN MACROS U*STAR PROGRAM,NIGMS,6754435,5T34GM008807-04,5,T34,GM,8807,4,,,6607262,"ROCHA, VICTOR NMN",Not Applicable,CALIFORNIA STATE UNIVERSITY SAN MARCOS, ,2004,236602,
CALIFORNIA STATE UNIVERSITY OF SAN MACROS U*STAR PROGRAM,NIGMS,6627094,5T34GM008807-03,5,T34,GM,8807,3,,,6607262,"ROCHA, VICTOR NMN",Not Applicable,CALIFORNIA STATE UNIVERSITY SAN MARCOS, ,2003,233881,
CALIFORNIA STATE UNIVERSITY OF SAN MACROS U*STAR PROGRAM,NIGMS,6489904,5T34GM008807-02,5,T34,GM,8807,2,,,6607262,"ROCHA, VICTOR NMN",Not Applicable,CALIFORNIA STATE UNIVERSITY SAN MARCOS, ,2002,231859,
CALIFORNIA STATE UNIVERSITY OF SAN MACROS U*STAR PROGRAM,NIGMS,6313893,1T34GM008807-01,1,T34,GM,8807,1,,,6607262,"ROCHA, VICTOR NMN",Not Applicable,CALIFORNIA STATE UNIVERSITY SAN MARCOS, ,2001,228671
CROSS-CULTURAL ALCOHOL SCREENING AND REFERRAL MODEL,NIAAA,6813530,1R03AA015130-01,1,R03,AA,15130,1,,,7849034,"ROLLINSON, DENISE C",Not Applicable,TUFTS MEDICAL CENTER, ,2004,40500
USE OF THE INTERNET FOR NURSE EDUCATION,NLM,6468303,1G08LM007397-01,1,G08,LM,7397,1,,,6884615,"RUIZ, JORGE G",Not Applicable,MIAMI JEWISH HOME AND HOSPITAL FOR AGED, ,2001,30000
A MULTIDISCIPLINARY AND NEEDS-DRIVEN APPROACH TO TRANSLATIONAL TEAM-BASED BIOMEDI,NIBIB,8852122,5R25EB013029-05,5,R25,EB,13029,5,,,7019513,"RUNDELL, ANN E ","IRAZOQUI, PEDRO ;PANITCH, ALYSSA ;PARK, KINAM ;VOYTIK-HARBIN, SHERRY L",PURDUE UNIVERSITY, ,2015,43200
A MULTIDISCIPLINARY AND NEEDS-DRIVEN APPROACH TO TRANSLATIONAL TEAM-BASED BIOMEDI,NIBIB,8667437,5R25EB013029-04,5,R25,EB,13029,4,,,7019513,"RUNDELL, ANN E ","IRAZOQUI, PEDRO ;PANITCH, ALYSSA ;PARK, KINAM ;VOYTIK-HARBIN, SHERRY L",PURDUE UNIVERSITY, ,2014,43200
A MULTIDISCIPLINARY AND NEEDS-DRIVEN APPROACH TO TRANSLATIONAL TEAM-BASED BIOMEDI,NIBIB,8474752,5R25EB013029-03,5,R25,EB,13029,3,,,7019513,"RUNDELL, ANN E ","IRAZOQUI, PEDRO ;PANITCH, ALYSSA ;PARK, KINAM ;VOYTIK-HARBIN, SHERRY L",PURDUE UNIVERSITY, ,2013,43200
A MULTIDISCIPLINARY AND NEEDS-DRIVEN APPROACH TO TRANSLATIONAL TEAM-BASED BIOMEDI,NIBIB,8260337,5R25EB013029-02,5,R25,EB,13029,2,,,7019513,"RUNDELL, ANN E ","IRAZOQUI, PEDRO ;PANITCH, ALYSSA ;PARK, KINAM ;VOYTIK-HARBIN, SHERRY L",PURDUE UNIVERSITY, ,2012,43200
A MULTIDISCIPLINARY AND NEEDS-DRIVEN APPROACH TO TRANSLATIONAL TEAM-BASED BIOMEDI,NIBIB,8075346,1R25EB013029-01,1,R25,EB,13029,1,,,7019513,"RUNDELL, ANN E ","IRAZOQUI, PEDRO ;PANITCH, ALYSSA ;PARK, KINAM ;VOYTIK-HARBIN, SHERRY L",PURDUE UNIVERSITY, ,2011,43200
SELF-CARE TO PREVENT BIRTH-RELATED UI IN DIVERSE WOMEN,NINR,7872792,5R01NR007618-09,5,R01,NR,7618,9,,,3070661,"SAMPSELLE, CAROLYN M",Not Applicable,UNIVERSITY OF MICHIGAN, ,2011,365244
SELF-CARE TO PREVENT BIRTH-RELATED UI IN DIVERSE WOMEN,NINR,7629784,5R01NR007618-08,5,R01,NR,7618,8,,,3070661,"SAMPSELLE, CAROLYN M",Not Applicable,UNIVERSITY OF MICHIGAN, ,2009,376131
SELF-CARE TO PREVENT BIRTH-RELATED UI IN DIVERSE WOMEN,NINR,7503506,5R01NR007618-07,5,R01,NR,7618,7,,,3070661,"SAMPSELLE, CAROLYN M",Not Applicable,UNIVERSITY OF MICHIGAN, ,2008,377302
SELF-CARE TO PREVENT BIRTH-RELATED UI IN DIVERSE WOMEN,NINR,7369657,2R01NR007618-06A1,2,R01,NR,7618,6,A1,,3070661,"SAMPSELLE, CAROLYN M",Not Applicable,UNIVERSITY OF MICHIGAN, ,2007,384610
FELLOWSHIP IN CLINICAL RESEARCH,NHLBI,6785357,5K30HL004537-05,5,K30,HL,4537,5,,,1887018,"SCOTT, GWENDOLYN BARBARA",Not Applicable,UNIVERSITY OF MIAMI SCHOOL OF MEDICINE, ,2004,200000
FELLOWSHIP IN CLINICAL RESEARCH,NHLBI,6642084,5K30HL004537-04,5,K30,HL,4537,4,,,1887018,"SCOTT, GWENDOLYN BARBARA",Not Applicable,UNIVERSITY OF MIAMI SCHOOL OF MEDICINE, ,2003,200000
FELLOWSHIP IN CLINICAL RESEARCH,NHLBI,6526613,5K30HL004537-03,5,K30,HL,4537,3,,,1887018,"SCOTT, GWENDOLYN BARBARA",Not Applicable,UNIVERSITY OF MIAMI SCHOOL OF MEDICINE, ,2002,200000
FELLOWSHIP IN CLINICAL RESEARCH,NHLBI,6388704,5K30HL004537-02,5,K30,HL,4537,2,,,1887018,"SCOTT, GWENDOLYN BARBARA",Not Applicable,UNIVERSITY OF MIAMI SCHOOL OF MEDICINE, ,2001,200000
